k,t_ms,u,v,x,v_ref,r
861,861,0.003128859,0.003582550,1.000006625,-0.000000000,1.0
862,862,-0.059188299,0.000623135,1.000007248,-0.040000000,1.0
863,863,0.010357164,0.001140994,1.000008389,-0.000000000,1.0
864,864,-0.052892111,-0.001503612,1.000006886,-0.040000000,1.0
865,865,0.015841435,-0.000711540,1.000006174,-0.000000000,1.0
866,866,-0.048115058,-0.003117293,1.000003057,-0.040000000,1.0
867,867,0.020002469,-0.002117170,1.000000940,-0.000000000,1.0
868,868,-0.044490605,-0.004341700,0.999996598,-0.040000000,1.0
869,869,0.023159536,-0.003183723,0.999993414,0.000000000,1.0
870,870,0.082085935,0.000920574,0.999994335,0.040000000,1.0
871,871,0.009586963,0.001399922,0.999995735,0.000000000,1.0
872,872,0.070263596,0.004913102,1.000000648,0.040000000,1.0
873,873,-0.000710840,0.004877560,1.000005525,-0.000000000,1.0
874,874,-0.062532855,0.001750917,1.000007276,-0.040000000,1.0
875,875,0.007443902,0.002123112,1.000009399,-0.000000000,1.0
876,876,-0.055429697,-0.000648373,1.000008751,-0.040000000,1.0
877,877,0.013631080,0.000033181,1.000008784,-0.000000000,1.0
878,878,-0.050040379,-0.002468838,1.000006315,-0.040000000,1.0
879,879,0.018325426,-0.001552567,1.000004763,-0.000000000,1.0
880,880,-0.045951387,-0.003850136,1.000000913,-0.040000000,1.0
881,881,0.021887127,-0.002755779,0.999998157,-0.000000000,1.0
882,882,0.080977608,0.001293101,0.999999450,0.040000000,1.0
883,883,0.008621559,0.001724179,1.000001174,0.000000000,1.0
884,884,-0.054403903,-0.000996016,1.000000178,-0.040000000,1.0
885,885,0.014524595,-0.000269787,0.999999908,-0.000000000,1.0
886,886,0.074564502,0.003458439,1.000003367,0.040000000,1.0
887,887,0.003035447,0.003610211,1.000006977,-0.000000000,1.0
888,888,-0.059269665,0.000646728,1.000007624,-0.040000000,1.0
889,889,0.010286291,0.001161042,1.000008785,-0.000000000,1.0
890,890,-0.052953845,-0.001486650,1.000007298,-0.040000000,1.0
891,891,0.015787663,-0.000697267,1.000006601,-0.000000000,1.0
892,892,-0.048161896,-0.003105362,1.000003495,-0.040000000,1.0
893,893,0.019961672,-0.002107278,1.000001388,-0.000000000,1.0
894,894,-0.044526141,-0.004333585,0.999997055,-0.040000000,1.0
895,895,0.023128582,-0.003177156,0.999993877,0.000000000,1.0
896,896,0.082058973,0.000925793,0.999994803,0.040000000,1.0
897,897,0.009563478,0.001403967,0.999996207,0.000000000,1.0
898,898,0.070243141,0.004916124,1.000001123,0.040000000,1.0
899,899,-0.000728658,0.004879691,1.000006003,-0.000000000,1.0
900,900,-0.062548375,0.001752272,1.000007755,-0.040000000,1.0
901,901,0.007430384,0.002123791,1.000009879,-0.000000000,1.0
902,902,-0.055441472,-0.000648282,1.000009231,-0.040000000,1.0
903,903,0.013620825,0.000032759,1.000009263,-0.000000000,1.0
904,904,-0.050049312,-0.002469707,1.000006794,-0.040000000,1.0
905,905,0.018317645,-0.001553824,1.000005240,-0.000000000,1.0
906,906,-0.045958164,-0.003851733,1.000001388,-0.040000000,1.0
907,907,0.021881224,-0.002757671,0.999998631,-0.000000000,1.0
908,908,0.080972467,0.001290952,0.999999921,0.040000000,1.0
909,909,0.008617081,0.001721806,1.000001643,0.000000000,1.0
910,910,-0.054407804,-0.000998584,1.000000645,-0.040000000,1.0
911,911,0.014521198,-0.000272524,1.000000372,-0.000000000,1.0
912,912,-0.049265045,-0.002735777,0.999997636,-0.040000000,1.0
913,913,0.019000778,-0.001785738,0.999995851,0.000000000,1.0
914,914,0.078463465,0.002137436,0.999997988,0.040000000,1.0
915,915,0.006431625,0.002459017,1.000000447,0.000000000,1.0
916,916,-0.056311437,-0.000356555,1.000000091,-0.040000000,1.0
917,917,0.012863045,0.000286597,1.000000377,-0.000000000,1.0
918,918,-0.050709373,-0.002248872,0.999998128,-0.040000000,1.0
919,919,0.017742702,-0.001361736,0.999996767,0.000000000,1.0
920,920,0.077367623,0.002506645,0.999999273,0.040000000,1.0
921,921,0.005477096,0.002780499,1.000002054,0.000000000,1.0
922,922,-0.057142876,-0.000076644,1.000001977,-0.040000000,1.0
923,923,0.012138823,0.000530297,1.000002507,-0.000000000,1.0
924,924,-0.051340203,-0.002036713,1.000000471,-0.040000000,1.0
925,925,0.017193219,-0.001177052,0.999999294,-0.000000000,1.0
926,926,0.076888998,0.002667398,1.000001961,0.040000000,1.0
927,927,0.005060191,0.002920407,1.000004881,-0.000000000,1.0
928,928,-0.057506019,0.000045106,1.000004927,-0.040000000,1.0
929,929,0.011822509,0.000636232,1.000005563,-0.000000000,1.0
930,930,-0.051615727,-0.001944555,1.000003618,-0.040000000,1.0
931,931,0.016953225,-0.001096893,1.000002521,-0.000000000,1.0
932,932,-0.047146637,-0.003454225,0.999999067,-0.040000000,1.0
933,933,0.020846010,-0.002411925,0.999996655,0.000000000,1.0
934,934,0.080070748,0.001591613,0.999998247,0.040000000,1.0
935,935,0.007831643,0.001983195,1.000000230,0.000000000,1.0
936,936,-0.055091957,-0.000771403,0.999999459,-0.040000000,1.0
937,937,0.013925269,-0.000075140,0.999999383,0.000000000,1.0
938,938,0.074042462,0.003626983,1.000003010,0.040000000,1.0
939,939,0.002580727,0.003756020,1.000006766,-0.000000000,1.0
940,940,-0.059665746,0.000772732,1.000007539,-0.040000000,1.0
941,941,0.009941287,0.001269797,1.000008809,-0.000000000,1.0
942,942,-0.053254359,-0.001392921,1.000007416,-0.040000000,1.0
943,943,0.015525902,-0.000616626,1.000006799,-0.000000000,1.0
944,944,-0.048389901,-0.003036121,1.000003763,-0.040000000,1.0
945,945,0.019763069,-0.002047968,1.000001715,-0.000000000,1.0
946,946,-0.044699132,-0.004282924,0.999997432,-0.040000000,1.0
947,947,0.022977899,-0.003134029,0.999994298,0.000000000,1.0
948,948,0.081927722,0.000962357,0.999995261,0.040000000,1.0
949,949,0.009449153,0.001434814,0.999996696,0.000000000,1.0
950,950,0.070143559,0.004941992,1.000001638,0.040000000,1.0
951,951,-0.000815398,0.004901223,1.000006539,-0.000000000,1.0
952,952,-0.062623928,0.001770026,1.000008309,-0.040000000,1.0
953,953,0.007364574,0.002138255,1.000010447,-0.000000000,1.0
954,954,-0.055498795,-0.000636685,1.000009810,-0.040000000,1.0
955,955,0.013570894,0.000041860,1.000009852,-0.000000000,1.0
956,956,-0.050092803,-0.002462780,1.000007389,-0.040000000,1.0
957,957,0.018279763,-0.001548792,1.000005841,-0.000000000,1.0
958,958,-0.045991160,-0.003848350,1.000001992,-0.040000000,1.0
959,959,0.021852484,-0.002755726,0.999999237,-0.000000000,1.0
960,960,0.080947433,0.001291646,1.000000528,0.040000000,1.0
961,961,0.008595276,0.001721409,1.000002250,-0.000000000,1.0
962,962,-0.054426796,-0.000999930,1.000001250,-0.040000000,1.0
963,963,0.014504655,-0.000274698,1.000000975,-0.000000000,1.0
964,964,-0.049279454,-0.002738670,0.999998236,-0.040000000,1.0
965,965,0.018988228,-0.001789259,0.999996447,0.000000000,1.0
966,966,0.078452534,0.002133368,0.999998580,0.040000000,1.0
967,967,0.006422104,0.002454473,1.000001035,0.000000000,1.0
968,968,-0.056319730,-0.000361514,1.000000673,-0.040000000,1.0
969,969,0.012855822,0.000281278,1.000000955,-0.000000000,1.0
970,970,-0.050715663,-0.002254506,0.999998700,-0.040000000,1.0
971,971,0.017737223,-0.001367644,0.999997332,0.000000000,1.0
972,972,0.077362851,0.002500498,0.999999833,0.040000000,1.0
973,973,0.005472940,0.002774145,1.000002607,0.000000000,1.0
974,974,-0.057146495,-0.000083180,1.000002524,-0.040000000,1.0
975,975,0.012135671,0.000523604,1.000003048,-0.000000000,1.0
976,976,-0.051342948,-0.002043543,1.000001004,-0.040000000,1.0
977,977,0.017190829,-0.001184002,0.999999820,-0.000000000,1.0
978,978,0.076886917,0.002660344,1.000002480,0.040000000,1.0
979,979,0.005058379,0.002913263,1.000005394,-0.000000000,1.0
980,980,-0.057507597,0.000037883,1.000005432,-0.040000000,1.0
981,981,0.011821135,0.000628940,1.000006060,-0.000000000,1.0
982,982,-0.051616923,-0.001951906,1.000004109,-0.040000000,1.0
983,983,0.016952184,-0.001104297,1.000003004,-0.000000000,1.0
984,984,-0.047147543,-0.003461674,0.999999543,-0.040000000,1.0
985,985,0.020845221,-0.002419413,0.999997123,0.000000000,1.0
986,986,0.080070061,0.001584090,0.999998707,0.040000000,1.0
987,987,0.007831045,0.001975642,1.000000683,0.000000000,1.0
988,988,-0.055092476,-0.000778982,0.999999904,-0.040000000,1.0
989,989,0.013924817,-0.000082741,0.999999821,0.000000000,1.0
990,990,0.074042069,0.003619363,1.000003441,0.040000000,1.0
991,991,0.002580386,0.003748382,1.000007189,-0.000000000,1.0
992,992,-0.059666043,0.000765080,1.000007954,-0.040000000,1.0
993,993,0.009941029,0.001262131,1.000009216,-0.000000000,1.0
994,994,-0.053254583,-0.001400598,1.000007816,-0.040000000,1.0
995,995,0.015525707,-0.000624313,1.000007191,-0.000000000,1.0
996,996,-0.048390070,-0.003043816,1.000004147,-0.040000000,1.0
997,997,0.019762923,-0.002055670,1.000002092,-0.000000000,1.0
998,998,-0.044699259,-0.004290633,0.999997801,-0.040000000,1.0
999,999,0.022977790,-0.003141744,0.999994659,0.000000000,1.0
